id,url,t,epoch,hashtag_profile,keyword_profile,tag_profile,score
d673239ce35b385124ca7f0b54134c73,https://www.washingtonpost.com/news/volokh-conspiracy/wp/2016/07/04/the-drafting-of-the-declaration-of-independence/,2016-07-04T09:01:44+00:00,1467622904.0,{},"{'declaration': 0.2, 'drafting': 0.2, 'independence_day': 0.2, 'liberty_sovereignty': 0.2, 'thesis': 0.2}","{'declaration': 0.05, 'drafting': 0.05, 'independence_day': 0.05, 'liberty_sovereignty': 0.05, 'thesis': 0.05}",0.002586903985522205
9d4db6d8-444b-11e5-9f53-d1e3ddfd0cda,https://www.washingtonpost.com/opinions/ukraines-true-independence-day/2015/08/18/9d4db6d8-444b-11e5-9f53-d1e3ddfd0cda_story.html,2015-08-18T21:21:24+00:00,1439932884.0,{},"{'aug14': 0.2, 'day': 0.2, 'front-page': 0.2, 'independence': 0.2, 'ukraine': 0.2}","{'aug14': 0.05, 'day': 0.05, 'front-page': 0.05, 'independence': 0.05, 'ukraine': 0.05}",0.0024763741843720605
511a3932-5010-11e5-933e-7d06c647a395,https://www.washingtonpost.com/opinions/the-federal-reserves-independence-is-a-strength/2015/08/31/511a3932-5010-11e5-933e-7d06c647a395_story.html,2015-08-31T22:50:33+00:00,1441061433.0,{'#gold': 1.0},"{'federal_reserve': 0.2, 'independence': 0.2, 'institution': 0.2, 'sources': 0.2, 'strength': 0.2}","{'#gold': 0.75, 'federal_reserve': 0.05, 'independence': 0.05, 'institution': 0.05, 'sources': 0.05, 'strength': 0.05}",0.0024235512197591123
cd6dce98b83093c1ad69659fdef12851,https://www.washingtonpost.com/news/house-divided/wp/2016/06/30/celebrate-independence-day-at-a-battlefield/,2016-06-30T21:33:45+00:00,1467322425.0,"{'#rt': 0.34806629834254144, '#follow': 0.3314917127071823, '#somme100': 0.3204419889502762}","{'battlefield': 0.2, 'battlefields': 0.2, 'fourth': 0.2, 'independence_day': 0.2, 'several_civil_war': 0.2}","{'#rt': 0.26104972375690605, '#follow': 0.24861878453038672, '#somme100': 0.24033149171270715, 'battlefield': 0.05, 'battlefields': 0.05, 'fourth': 0.05, 'independence_day': 0.05, 'several_civil_war': 0.05}",0.0024101712078959518
1f53ff52-b340-11e6-bc2d-19b3d759cfe7,https://www.washingtonpost.com/opinions/no-legal-independence-for-us-attorneys/2016/11/27/1f53ff52-b340-11e6-bc2d-19b3d759cfe7_story.html,2016-11-27T23:56:00+00:00,1480290960.0,{},"{'attorneys': 0.2, 'independence': 0.2, 'nov': 0.2, 'us': 0.2, 'white_house': 0.2}","{'attorneys': 0.05, 'independence': 0.05, 'nov': 0.05, 'us': 0.05, 'white_house': 0.05}",0.0023628684281199464
9abdb77e-237a-11e6-9e7f-57890b612299,https://www.washingtonpost.com/opinions/8an-independence-day-for-britain/2016/05/27/9abdb77e-237a-11e6-9e7f-57890b612299_story.html,2016-05-28T02:56:50+00:00,1464404210.0,"{'#eu': 0.6, '#brexit': 0.39999999999999997}","{'day': 0.2, 'european_union': 0.2, 'independence': 0.2, 'london_leaders': 0.2, 'margaret_thatcher': 0.2}","{'#eu': 0.44999999999999996, '#brexit': 0.3, 'day': 0.05, 'european_union': 0.05, 'independence': 0.05, 'london_leaders': 0.05, 'margaret_thatcher': 0.05}",0.0023582424196191
79e1e4a2-3fc8-11e6-80bc-d06711fd2125,https://www.washingtonpost.com/opinions/the-declaration-in-a-time-of-doubt/2016/07/04/79e1e4a2-3fc8-11e6-80bc-d06711fd2125_story.html,2016-07-04T20:28:00+00:00,1467664080.0,{},"{'declaration': 0.2, 'independence': 0.2, 'paradox': 0.2, 'rhetoric': 0.2, 'season': 0.2}","{'declaration': 0.05, 'independence': 0.05, 'paradox': 0.05, 'rhetoric': 0.05, 'season': 0.05}",0.00233481288765403
9956f0f8-1dc6-11e6-b6e0-c53b7ef63b45,https://www.washingtonpost.com/lifestyle/food/6-recipes-for-cuban-independence-day/2016/05/19/9956f0f8-1dc6-11e6-b6e0-c53b7ef63b45_story.html,2016-05-19T16:01:54+00:00,1463673714.0,{},"{'cuban_cuban-inspired': 0.2, 'cuban_independence_day': 0.2, 'recipe_finder': 0.2, 'recipes': 0.2}","{'cuban_cuban-inspired': 0.05, 'cuban_independence_day': 0.05, 'recipe_finder': 0.05, 'recipes': 0.05}",0.002324426544100261
22611d4c-f3a5-11e6-b9c9-e83fce42fb61,https://www.washingtonpost.com/business/economy/yellen-defends-independence-of-federal-reserve/2017/02/15/22611d4c-f3a5-11e6-b9c9-e83fce42fb61_story.html,2017-02-15T22:49:09+00:00,1487198949.0,{'#trump': 1.0},"{'bank': 0.2, 'federal_reserve': 0.2, 'federal_reserve_board_chair_janet_l_yellen': 0.2, 'independence': 0.2}","{'#trump': 0.75, 'bank': 0.05, 'federal_reserve': 0.05, 'federal_reserve_board_chair_janet_l_yellen': 0.05, 'independence': 0.05}",0.002316756248393436
03cf76be13c5106cd576d83c16bab595,https://www.washingtonpost.com/news/worldviews/wp/2017/03/28/independence-movements-are-a-sign-of-european-strength-not-discord/,2017-03-28T17:03:26+00:00,1490720606.0,{'#scotland': 1.0},"{'discord': 0.2, 'independence': 0.2, 'movements': 0.2, 'sign': 0.2, 'strength': 0.2}","{'#scotland': 0.75, 'discord': 0.05, 'independence': 0.05, 'movements': 0.05, 'sign': 0.05, 'strength': 0.05}",0.002309360371146176
